like_count,COMMENTS,RATING,URATING,comment_count,created_time,bad_word_count
13,but but but i thought tiger was going to win what happened all you lose riding tigers jock can all pay up on your bets put your money where your mouth is your hero came up well short this weekend and wont ever win another tournament of note the rest of his sorry career,2,3,29,1,
3,i feel sorry for anyone that watches grass grow on a golf course hell the fat guy down the road can play golf why is it even on tv golf and bowling hobbies of for the unathletic,2,2,5,1,
32,i feel so sorry for rickie 8th time in top 5 never won,3,3,9,1,
3,do these guys just pound cases of beer after every round never seen such a bunch of pudgy beer guts playing an elite sport,2,3,12,1,
24,one for all the pudgy dad bods out there,2,3,3,1,
3,dont let this distract you from the fact that hector is going to be running 3 honda civics with spoon engines and on top of that he just went into harrys and he ordered 3 t66 turbos with nos and a motec exhaust,3,3,1,1,
13,most disappointing masters ever even the crowd on 18 cheered rory more than the drunk chea,3,3,1,1,
2,what happen to the great tiger woods he was favored to win hopefully this will be the end of that drug addict womanizer in the sport of kings good riddance,3,3,1,1,
7,lebron james is the greatest basketball player to ever exist on this planet mj can take the loonytunes title,3,3,12,1,
9,he are vary god raply these log need aisa jawab media was not see impartunt naws bekar ke enter into wayktigad life koi meri englash pe bolke dekh,2,1,2,0,
0,pura clip 10 min ka hai,3,3,4,0,
8,the journalist do these cheap tricks of making false rumours in the air thats what they for there livelyhood everyone knows it but kapil ko bhi sambhal ke bolna chahiye tha what is this line teri beti ke sath ye nahi bolna chahiye tha itz shamefull if it is real,3,3,1,1,
0,omg,3,3,1,0,
7,bhai koi kisi ki personal life ke beech mai ghusega to woh kya usko shabhashi dega hr insaam aisa hi krega jo kapil kar raha h nothing wrong in it,3,3,0,0,
5,bahut km gaaliya di agar mai uski jagah hota to sk ghante ki recording hoti r sirf gaaliya hoti aaj kal reporters kuch bhi lkhte hai kisi ko kuch bhi bana dete hai bc kabhi alien doodh peene dharti aata hai to kabhi 2012 me to ye bhn k button poori duniya ko khatm krne me lage the sahi baat hai agar kisi k baare me likhoge ki usko daud phone krta hai to uski to phategi r phategi to likne vaale ki bhi phategi,2,3,0,0,
0,This guy actually deserves this... sale cheapest media in the world kisi k bare me kuchh b likh dete h...But still that line... sir aapko to english b nhi aati...English teri........##@#@@@#$@😂😂😂😂😂😂😂😂,3,3,0,1,
0,Anyone will abuse on Cheap shots. Though some words were really bad. It's just that when someone is going through bad phase every one starts to pull the person off from success.,3,3,0,1,
4,nice work done by kapil sharma ye bikao saale news reporters k sath tik kiya,3,3,0,0,
0,fuck kapil sharma isko journalist ki maa aur beti k bare me kuch nahi bolna chahiye tha shame pathetic person,1,3,0,0,
0,ashwani singh sharma ji ka ladka not chill or bc eglish kharab ho bata di,3,3,0,1,
0,maa chuda le apni bsdk,1,2,0,0,
0,sahil Khan tu bhi apni gaand chaudi kr le bc,1,2,0,0,
0,bolo tara ra ra ,3,3,0,1,
0,jstar jerry yarr baby so gayi se kafi kuch yad ay gaya,3,3,0,1,
14,abe choice hmare pas bhi bht h or ek baat btao ye shades bhi to tum ladkiho ne bnwaye h ek mai to sbr hota nahi h kuch alag kuch alag krte krte bc nya hi color aa jata h market mai asi ye companies chutiya bnati rehti h or no make mai bhi ye wo abe no makeup ka mtlb ni pta kya apni gltiya chupane ko ye video bna di,3,3,18,0,
7,Matlab kucchhh bhiiii...Relationship m aanay k bad girls khud nahen nahatien...Na medicure na pedicure 😏 Aesa lagta hai janu nahen janwar pal liya ho 😂😂😂😂,3,3,7,0,
1,tum ladkiya ek pe to tikjaaya kro fir bolti ho saare londe ek jaise hote hai ones a wise man said  these hoes aint loyal,2,3,2,0,
0,ruby rose sry for that day baby m majak kra tha yrr aage s nhi krunga yaara promise you,3,3,0,0,
0,well i guess we would be the first one who are actually happy that sunday is over  maryam siddiqa,3,3,1,0,
0,akshay haha listen to the whole video,3,3,1,0,
0,sunday is over but desi daru and english wali shop is still open keep enjoying till 11 59 pm,3,3,0,0,
0,agar meh gusse ki beechme batane baith gayi ki meh gussa kyu hu toh character nahi break hojaega thats just what i always saayy sanya sidana niharika dimri abhilasha chakraborty bhai dekhoo,3,3,1,0,
0,hahaha leena sheth yaar tumhare mood ka koi middle ground nhi hai kya,3,3,0,0,
0,khamosh dastak ghuse k beech me kesy btaen ghusa q ha,3,3,0,1,
1,rakhi nagpal ethe v chutiya,2,3,1,1,
0,daniyal hussain sunly gusyy k bech n bolty ,2,3,8,0,
2,Yye teen pagal randiyan itni veli hai kya bol rahi hai inko khudko nahi pata ,2,2,0,0,
0,trueee trueee trueee  maher walker tell me phone m ghus kr krte kya ho sakht lounda  khudka kuch heni bs phocha marte he  do kpdo m free yar  hmare ps to pehle hi sb color hote h humko sochna pdta h bot mushkil hoti h mgr nhii inko kon smjhae jb bimar ho tb kuch nhi kajal na lgao tb dekho kya hua bimar ho schh btao ,3,3,0,0,
1,Srishti I missed u so much in the past videos.... U rock gal...,3,3,0,0,
4,i am single since birth par pucho kaise maine yeh bohut bohut relate kiya because mere almost har girlfriends raat ke 12 baje jab going to be ek din ka break up hone par phone karti hai tab yahi sab sunne ko milta hai aur agar maine waisa hi kuch break up wali ghatna ke pehle bolu ki bhai tu na use chod de sahi nahi hai wo tere liye to bolegi u dont know him dont talk in that way,3,3,1,0,
3,crime patrol ka banda aj dekho kya acting kiya hai and shristi played it once again,3,3,1,0,
0,omg omg omg omg thats awesome masterpiece designed for all of us absolutely loved that show ,3,3,0,0,
1,you r making fun of our aarti and hurting our sentiments thats not right way agr tumme dam hai to muslimo ki azan ki ton pe koi creativity krke dikhao pr aap log aisa karoge nahi kyoki tumhri fat jygi  humesha hinduo ki he bhgawano ke sath creativity karna so called seculers,2,2,15,1,
0, uffff boards all the very best its really hard to forget such memories especially that of board exams uffff why wasnt this at mine time Im regretting all the very best again to all the patients of this boards named disease,3,3,0,0,
1,delhi mei itna sex badh gaya hai jitna amrica mei nahi hai,2,3,0,0,
0,bakchodi ho rahi hai,1,3,0,1,
2,this is why dd news is better than any other news channel sometime i feels like journalists like arnaw g is senior to judge of supreme court of india,3,3,0,0,
15,look who is talking about right journalism who is the biggest pressititue of the country right now,3,3,0,0,
2,well i dont have a particular gang but most of the time i find myself hanging out with just boys around and actually they never consider me as a girl either,3,3,0,0,
0,dhairya kartikpyushromeo literally my childhood growing up with you all please tere friend se intro karwa de na,3,3,2,0,
6,this is so me na proud bro in gang atharva haralikar rajat s b ubale pranav sapkal  utkarsha pendhari tujha kai upyog naiye ithe but tp mahnun sahaj ch tag kelay so that u dont feel leftout ,3,2,10,1,
2,vaishnavi sukriti anjali jyoti everyone is a bro and abhimanyu when youre the only guy in the group  you be our sis ,3,3,0,0,
4,rohit sharma madarchod saale haan hu mein assi galia bhi deti hu aur laundo ke saath bhi rehti hu aur tu toh apna jigri yaar hai saale hahahah,2,2,15,0,
1,well i am angry upset n not talking to u but i had to tag u in this  vishal sultania  but agar toone ab kuch bakwaas kiya na ghar mei tent yudh hoga,3,3,2,1,
8,koi aur kare to rape aur husband kare to pleasure consent matters my dear friends well if you are not accepting this then you should go somewhere and bury your face in some shit,1,3,10,0,
0,bc aadmiyo ka mann kab nhi hota hai be why did you marry for men its certainly a license at least that's what they feel,2,2,0,1,
2,people are commenting on this video without seeing that first of all this anchor is making it sound casual and funny himself this is a sensitive topic and we need to change the mindset of ppl slowly with right education and awareness do u even know that even by law its so difficult almost impossible to prove marital rape in one case the husband can be actually be violent where as in many cases the wife might falsely accuse him u cant go in streets of india or any asian country and expect the majority of ppl to understand the gravity of this topic ,3,3,0,0,
2,seriously ghusa maar dunga aurat ko laye kyun phir shadi karke pathetic,3,2,0,0,
1,gaurav pande today only i studied kamla das who talked about the carnel desires of women in 60s and in 2018 the thinking of many males is still the same,3,3,1,0,
1,its a pity indian men with this kind of mentality aint going nowhere  im pretty sure these views and values of these individuals are passed on to the younger generation as well in terms of sanskar,3,3,0,0,
1,srishti dua dekh le maine toh phele he btaya tha yaha ki kitna bekar hai soch logo ki,3,3,0,0,
1,if she is not ok it is rape  how can it be pleasure  soch badhlo,3,3,0,0,
1,amrit daksh sanjeev atul vimal hitendra siddhart bhai gill sahab has a girlfriend he doesnt masturbate ,1,2,6,0,
2,shruthi deepika riya sushmitha lol these kids have got serious issues its time they meet our gynecology dept,2,3,3,0,
1,periods nahi hote tho koi bhi nahi hota bhaiya bus fb pe pads ke saath dp hi click karwana aata hai kya pata aadho ko nahi hai dis is where our education system can contribute we can abuse language lekin bhaiya discuss nahi karenge,3,3,0,0,
0,himanshi bhatia ye tu hi hai call bhi tab karegi jab ghar ke neeche hogi,3,1,1,0,
0,rashmi sandeep deepankar apne late night plan to alg level ki mauj ,3,3,3,0,
0,shruti shetgaonkar roonita naik this is what happens evry time ,3,2,5,0,
0,muskaan dhar pta nhi kab ayega vo din jab hum dono waffle khane jayenge,3,3,0,1,
0,mona saraswat tripda chaudhary sanghmitra sharma roz roz muh utha ke a jaate ho bhai misaal bano kuch log to bhai 90 attendence leke ghum rhe hai kyun mona,3,3,5,0,
0,aur is logic to bahut khoob samjha hai humari jjahanvi singh ne haina megha singh simran chahal,3,2,4,1,
0,deepanshu harhla dunia gavah h aajtk happy schl mein aapke naam ki misaalen dii jaati h ,3,3,1,1,
0,prashant kumar recording se dikkat h ya kaam khtm ho gya apka,3,3,2,0,
4,bhenchodo  band kro yeh cringy campaign ffs,1,3,0,0,
0,what the fuck is this,1,2,0,0,
0,ban ja koi meri rani chutia bana dunga,1,3,0,0,
0,fuck him and let him rit in hell,1,3,0,0,
2,i thought you guys couldnt get lower than buzzfeed in quality of humor and memes but you did it bravo,3,3,0,0,
1,all india bakchod  content writer behen shaant hoja fuck boy encounter common procedure hai to understand and learn who you are not supposed to date eventually or marry definitely chill kar depressed feel karri hu tumhaari posts padh padh ke,2,2,1,0,
0,Fuckboi o myy gawd so much scented candles and flowers lets make a bad and consummate dear,2,3,0,0,
1,stop finding reasons to prove which type of marriage is best each marriage is beautiful and it completely depends on the mindset of the person how he or she takes it if youll take everything positive you will be able to live positive life jhadu pocha to dono m karna hota h love marriage m bachogey nahi safai se,3,3,0,0,
1,arindam biswas we shud hv ,3,3,4,0,
2,that is exactly not true we cant judge any marriage,3,3,0,0,
0,every marriage is grt in its own stop posting such rubbish posts full of negativity,3,3,0,1,
0,you seems to be social aatanki,3,3,0,0,
0,parul arora i agree but afsos cant find one,3,3,1,0,
0,marriage and men all are same in this world so guys chill,3,3,0,1,
0,bilkul sahi,3,3,0,1,
0,friendship marriage ,3,3,0,0,
0,oh i agree,3,3,0,0,
0,riya singh nonsense reason,3,3,0,0,
0,monty singh,3,3,2,0,
0,mohammed ishaq,3,3,0,0,
0,nice,3,3,0,1,
0,wow  ansh dwivedi spandan bose,3,3,1,0,
0,u guys nailed it i cant even balance a writing pad of mine even after many trails,3,3,0,0,
0,shardul,3,3,0,0,
1,saikat ghosh arjo sen dude thiss,3,3,0,0,
2,himanshu nikhil lets focus more on techfests,3,3,0,0,
1,mech walon ki koi qadr hi nahin hai nehal jajal nikhil arora :(,3,3,0,0,
0,manish bista ajj motivate ho gya kya sir ki bato see,3,3,0,0,
1,well swimming with sharks and one my bite you crossing a busy road like a moron a car may hit you etc so you now just a hint,3,3,0,0,
0,that last clip tho there must be a super kamina friend involved in throwing the stone,2,3,0,0,
0,barb smith dana thompson foister you just never know and its just that fast,3,3,0,1,
1,abdullah hanani some were really close,3,3,0,0,
0,bravi Utile uso del riciclaggio,3,3,0,1,
0,hilarius,3,3,0,1,
0,mahad tingitilu and coas hector mugaga,3,3,0,0,
0,ronald sales olha o cara da moto,3,3,1,1,
0,thanks,3,3,0,1,
0,biditsha ghosh a bit of change for you,3,3,0,0,
0,charlene lea,3,3,0,1,
0,subrata sarma,3,3,0,0,
0,mukesh bishwakarma,3,3,0,1,
120,where are those plastic fans who were saying mourinho should go i am true manchester united fan and i trust any manager appointed by ed woodward in mourinho we trust glory glory man utd,3,3,31,0,
60,this guy needs to play please jose dont ruin him,3,3,22,0,
0,weve good team but our manager is psycho now ull see herrera benched and pogba with matic in next match  i dont see any reason to change 4-3-3 but our manager will do it pogba is the best player going forward  find system to play him herrera is really good brain and loves his jersey he must not be benched lingard is too much inconsistent  buy some right winger  and we ll fight for the title next season,3,3,2,0,
116,15 days ago united 2 chelsea 1 united 2 liverpool 1 united 3 city only big clubs united big club in the world mourinho best manager,3,3,8,0,
26,so happy with our performance van gaal and moyes cant do this,3,3,19,0,
2,are u guys sure it was Joses handwork or the players them selves just decided to change the tactics in the second half cuz according to pogbas comment he said they decided to cum out in the second half since they had nothing to lose already so am suspecting those players actually changed the tactics themselves and not mourinho,3,3,6,0,
4,the players just decided to ignore mourinho tactics in the second half and play higher up the field typical that egotistical mourinho is trying to take credit for it as if it was his master plan,3,3,12,1,
18,this heavyweight champion never score in a big game,3,3,11,0,
26,the first half chris smalling was as useful as a wet piece of paper the second half he woke up and played like a manchester united defender should play even scored the winner at the etihad no less in fact all the lads played like manchester united should play with grit and determination never giving up fighting to the end made my day ,3,3,1,0,
7,no credit to you jose but to the players themselves they have just proved that they refuse to be further destroyed by your poor manmanagement poor decisions poor coaching and game strategy etc etc i strongly believe you should leave before you completely de motivate and destroy these great players jose should consult with sir alex on how to build and develop a great football team,3,3,1,0,
31,in the last five weeks manchester city liverpool and chelsea have all fallen on mufc  sword jose aint got much to prove but to get the fa cup and and wipe the floor with arsenal once again,3,3,6,0,
10, great football jose simple move with great precision from your players keep their cool  to get the best results in the end congrats jose you are a great manager cheers ,3,3,2,0,
1,"It's a shame that some of the funs have guts to complain about Mourinho, do you know is history. Do you know why is called the special one. Let me briefly elaborate about this, Mourinho plays a unique game than most of the coaches, for a person who doesn't know him will complain about the tactics he uses, these mind you have won all trophies he participated in. Is experienced in his kind of game that is why it's hard to win him. Funs you have to remember where this guy found this team and now is trying to fix it, before complaining look at the players is having and compare them with the previous teams he had managed before you start complaining. If the bus is moving you forward why are you blaming the driver yet you're reaching your destination. We are not in a game of try and error, this business where the funs have its interests while also the club has to benefit. It's a matter of time because Mourinho is a tested and proved driver, so please just tighten your seat belts, stop shouting to the driver, is the one who knows the roads so he assembles the bus depending on the state of the road. This is for the good o passengers to avoid repeatable accidents. So please stop distracting the driver because it is hard to find one who can drive this kind of bus as he does.",3,2,0,1,
7,When the team lose some of the fans would blame mourinho to put all the fault on his players and when the team win he will take all the credit please pay attention on the boss says,3,3,1,0,
28,what a comeback city were sure of the victory but united showed character smells like mourinho spirit,3,3,0,0,
0,haters will be like they were lucky well in your face cause that could undoubtedly be the best comeback we have seen all season with manchester united breaking their own record for best comeback in this match the previous one was against crystal palace fc,3,3,0,0,
2,completely agree jose is a fantastic manager it really rattles me when fans say that the clubs in a rubbish state  no the fact is jose has brought success back to the club under moyes and lvg we were poor poor results poor performances jose has made us a force again,3,3,0,0,
17,all I know is jose mourhino is the best coach after sir alex ferguson i am not surprised his being called the special one,3,3,0,0,
17,"
the best happiness sane sterling b silva fernandinho nd kdb career goals against manutd 2 while paul pogba alone 2 against mancity pogbooom pls mourinho keep use him at attacking midfielder",3,3,0,0,
7,but two things are constant this season degea cant concede more than 2goals in a match man u cant lose if they score before you conclusion man u make come back but dont tolerate comeback,3,3,0,0,
1,ut what mourinho should be saying is credit to the boys because they believed they believed that if they ignored all the anti football bus parking nonsense ive been forcing them to play we could win so they came out for the 2nd half ignored everything ive ever told them and played the way they believed manchester united should play and they won in spite of mourinho not because of him,3,2,0,0,
1,i wonder if sir alex walked into the dressing room at halftime and took over for mourinho that is the only explanation for this massive turnaround,3,3,0,0,
8,now we have 6rsenal to destroy at ot a fa cup to console ourselfs this season and move on to next season,3,3,0,0,
2,it was fantastic bt stop that mentality of defending first coz u did the same at sevilla and we whre beaten try both pliz dffnd and attackng,3,3,0,0,
7,thats why guadiola had to whisper something to the frenchman he admired his performance man u is indeed red,3,3,0,0,
0,cursing,3,3,0,0,
0,vandanee ramani bhgwan seekh le,3,2,1,0,
0,subin sounds like you haha,3,3,0,1,
1,maham mohsin i need this kind of company help me dude,3,3,1,1,
0,universal this is universal punch,3,3,0,1,
2,anuj sonawane tushar tambat pinky thakur wasim sayed,3,2,2,1,
0,so is my crush does,3,2,0,1,
0,aishwarya kumar nikita rajeshwarkar fall off,3,3,2,1,
0,parth karia fo,2,1,4,1,
1,gaurav chawla thought of the day lesson for life,3,3,1,1,
0,lucky were already applying it  no,3,2,1,1,
0,mahak preet kaur you,3,3,3,1,
0,sachin singh tm sala dhere dhere sbko marr rha h,3,2,2,1,
0,vivek patel the truth has been spoken,3,3,1,1,
0,anurag soni nab samjha gaurav hamesha kyo bolta rehta hai,3,3,4,1,
0,ffariha sanoberhhexa scarlet2 all our bhenjies,3,3,1,1,
0,kruthi krishna not everyone though,3,3,0,1,
0,shan tanu tu yahee fanda apnaya thha na,3,3,1,1,
0,when expressed in right way yasss,3,3,0,1,
1,kitne aadmi thai pls tell pc i cant wait to watch quantico season 3 2 n 1,3,3,0,0,
3,beautiful lady,3,3,0,0,
1,cant wait for this one,3,3,0,0,
1,looking gorgeous,3,3,0,1,
2,wow all the best moment my love you priyankachopra i am waating your tv show quantico season 3 best of luck all team bye see you,3,2,0,1,
0,i learned that who doesnt look for you doesnt miss you and who doesnt miss you doesnt care for you that destiny determines who enters your life but you decide who stays that the truth hurts only once and a lie every time you remember it there are three things in life that leave and never return words time and opportunities therefore value whoever values you and dont treat as a priority whoever treats you as an option check out our page for some truly amazing content,3,4,0,1,
1,love u pc,3,2,0,1,
1,hello sister,3,3,0,0,
0,love u pc i am waiting this show,3,3,0,0,
12,pc is back as alex parrish in quantico but this time she's undercover,3,3,2,0,
3,i loved season 1 mo  hope season 3 will b th best,3,3,1,0,
5,this woman is beautiful like priyanka  but famous & lovely & and popular in america,3,3,2,0,
1,such a beautiful place and you have such an enchanting smile madame you are looking so happy always be happy and keep    smiling madame.,3,3,0,0,
1,sooo pretty i want to meet you as a fan,3,3,0,0,
1,your smile is so lovely lovely queen i love you so much lovely queen of bollywood,3,2,0,0,
2,hello priyanka how are you doing today,3,3,0,0,
2,when you smile meri heart beat fast ho jate hai,3,3,0,0,
1,many many thanks and good wishes for a bright future with the best career,3,3,0,1,
1,madam you are the super star in the word love you,3,3,0,0,
3,very beautiful picture my sweet star. from singer ranjeet singh nagar greater noida,3,3,0,0,
1,looking so beautiful  sweet smile stylish classy awesome ,3,3,0,0,
1,that is really great keep on going for the goal,3,3,0,1,
0,welcome great super lovely beauty celebritie very favourite liken,3,3,0,1,
0,i love u priyanka chopra from tanzania,3,3,0,1,
0,she is brilliant priyankachoprag,3,3,0,1,
0,and everything that you do you work really hard at it thats really great,3,3,0,1,
0,very very miss you my sweetheart love you forever sona,3,3,0,1,
0,best days of my life,3,3,0,0,
2,whoever posted this i love you,3,3,1,0,
1,well done film making club bits pilani,3,3,0,0,
0,aakash gupta ye dekh editing,3,3,0,0,
82,modi ji this is the first time india has attainted true independence since last 3 years under your leadership until now it was under congress party which had nothing to do with hindus in reality,3,3,5,0,
41,this man deserves atleast one more term to accomplish the vision for india let not the work that he has started be detailed it will take centuries to put it on rails again,3,3,6,0,
16,push on regardless against corruption abolish caste based reservations remove article 37 you are the best pm india has ever had we need you to be pm for a long time,3,3,2,0,
38,sir please support merit candidates not the caste i believe that you have the power to change this educational system,3,3,0,0,
18,mr modi if you want to do something for common people why petroleum products should not be covered under gst you have the absolute majority kindly do this need full,3,3,3,0,
18,jai hind  sir reservation needs to be worked on if we really want india to be developed country pls look in to the same  thanks for being pm of our country we are with you keep rocking,3,3,0,0,
32,purani pension bahal kro hm to ap ko ji jan se chahte h aur age bhi chahte rhenge ap to mera dream h love u modi ji,3,3,5,0,
12,good evening sir private sector employees are looking at you need some standards n employers regulations for the welfare of private sectors,3,3,0,1,
9,lot of hope on you sir we are really privileged to have u as our pm and we know only u can do and take us to next level and make us develop country and remove the gap between bharat and india,3,3,0,0,
11,then why dont you begin making a new india by giving  reservations only and only on economic basis because clearly i dont see anywhere that ppl hangout with others after checking their caste,3,3,0,0,
11,naman naman modi ji  god bless u n keep u safe n healthy to get success in ur mission  we are proud of ur devotion sacrifice n hard work for welfare of country great modi ji again naman,3,3,0,0,
5,dear modiji make rules against private school for minimum based fees all over india level like up government. please focus on this issue for the future of our children,3,3,0,0,
5,no match for modi ji he is one of the best pm india has ever had god bless him so as to enable him to fulfill his dream of making india self sufficient and corruption free,3,3,0,0,
10,hindustan ke log hindustan se hi gaddari karte hai kha pee ke upwas karna bhagwan se to daro insaan jhut  kyu bolta haijhut se mujhe nafrat hai great pm modi ji zindabad jai hind,3,3,0,0,
5,honble prime minister sir we are always with you for uplift of our nation in all respect in this connection if any object that only basing on jealous later therewill be a spontaneous repent from the jealousies,3,3,0,0,
9,pls do some thing about private school fees as parents r facing great difficulties of paying it nd aam aadmi ki roz marra ki vastuon k rates pr bhi pls dhayn dijiyega honble pm ji,3,3,0,0,
9,reservations at education level should be removed those who cant afford education should be financially helped but no reservations,3,3,0,0,
6,please stop caste based reservation  we can look into supporting the economically backward but caste based reservation will not bring in competition and sustainable overall development of india,3,3,0,0,
5,sir there are very less job for dentist in government sector please see to it that it is increased and definetly goes topeople who are eligeble candidate not based on caste system,3,3,0,1,
4,he's not only the best pm but he is also the best human being and if anyone is a good being he/she can be a great leader modiji,3,3,0,1,
16,nice modi sir you are an inspiration for us lots of love,3,3,0,1,
1,sir like us imposed sugar tax on coldrinks and other food items  they have 12 sugar in 100 ml please sir take bold decision in this  our future generation have several health risk due to this slow poison white sugar  narendra modi,3,3,2,1,
5,best pm modi ji i have seen in my 66yrs of life u are dry honest hardworking dedicated and always thinking for the betterment of india i salute u sir jai hind jai bharat,3,3,0,1,
0,rip zunni you have my condolences sophie,3,3,0,0,
0,sorry wolf dogs are probably the best animals,3,3,0,0,
0,didnt know george could control the real world deaths,3,3,0,0,
0,such a beautiful dog,3,3,0,0,
0,xo,3,3,0,0,
0,so sad,3,3,0,1,
0,most non deserving character,3,3,3,1,
3,verified by littlefinger,3,3,1,0,
1,more like overall absence skipping a year,3,3,1,0,
25,the only one needing a bit of social presence is poor tormund how long are you making the poor fellow wait for his big woman,3,3,1,0,
10,2019 hbo you wrong for that,3,3,6,0,
6,consider it done valar morghulis,3,3,2,1,
1,why only a gif,3,3,2,0,
3,hurry up already,3,3,2,0,
0,hope books do not follow the show sequences,3,3,1,1,
1,go home hbo you are drunk,3,3,0,1,
7,i love game of thrones,3,3,0,0,
1,i wrote the final season off just like the talks of deadwood wrap up too late for that,3,3,0,0,
0,9 out of 10 social justice warriors agree,3,3,0,0,
1,just get to work and get the final season finished and on tv already,3,3,0,0,
0,is there a new episode this year,3,3,0,1,
340,i dont think those two things share a lot of the same audience,3,3,91,0,
247,nice try but you cant trick me in to thinking baseball is interesting,3,3,19,0,
2,im not a huge fan of baseball but if this is the only way i can get my got fix for the next year ill take it,2,3,1,0,
